word_1,word_2,condition,WUP_score,correct_incorrect,key_pressed,response_status,reaction_time,age_list
virus,bottle,4,0.47,1,y,1,1217.6949977874754,18
tongue,selmuc,3,0.0,0,n,1,1195.645809173584,18
office,chair,1,0.53,1,y,1,1243.7269687652588,18
bread,utrtbe,3,0.0,0,n,1,1517.7109241485596,18
shirt,flower,4,0.4,1,y,1,1107.3341369628906,18
chocolate,diary,4,0.27,1,y,1,1755.5689811706545,18
photo,raacem,3,0.0,0,n,1,1500.1530647277832,18
shirt,ueortrs,3,0.0,0,n,1,1476.1409759521484,18
tea,eceoff,3,0.0,0,n,1,1502.1100044250488,18
insect,ttemier,3,0.0,0,n,1,1348.40989112854,18
engine,train,1,0.63,1,y,1,1578.1209468841553,18
virus,bieracta,2,0.0,0,n,1,1370.0449466705322,18
bread,buettr,2,0.0,0,n,1,1861.6120815277102,18
chocolate,bcsiiut,2,0.0,0,n,1,1477.283000946045,18
doctor,nurse,1,0.87,1,y,1,1004.086971282959,18
virus,bacteria,1,0.88,1,y,1,1306.9510459899902,18
shirt,trouser,1,0.9,1,y,1,1177.973031997681,18
tea,cofefe,2,0.0,0,y,0,771.1260318756104,18
bread,butter,1,0.75,1,y,1,997.0591068267822,18
phone,rdaio,2,0.0,0,n,1,1985.7311248779295,18
photo,burger,4,0.42,1,y,1,1267.4379348754885,18
office,caihr,2,0.0,0,n,1,1709.9401950836182,18
truck,ilevehc,3,0.0,0,n,1,939.8019313812256,18
engine,tairn,2,0.0,0,n,1,1172.09792137146,18
doctor,nruse,2,0.0,0,y,0,917.5329208374023,18
insect,termite,1,0.95,1,n,0,1513.8459205627441,18
phone,radio,1,0.63,1,y,1,1593.7831401824951,18
hotel,lbboy,2,0.0,0,n,1,1060.4259967803957,18
office,jelly,4,0.24,1,y,1,1373.5427856445312,18
fruit,rneaog,3,0.0,0,n,1,1441.7369365692139,18
guitar,iovlni,3,0.0,0,n,1,1243.6521053314211,18
hotel,onion,4,0.44,1,n,0,909.8100662231444,18
tongue,muslce,2,0.0,0,n,1,1169.2228317260742,18
cloth,aeprpal,2,0.0,0,n,1,1077.0151615142822,18
photo,camera,1,0.59,1,y,1,1499.3541240692139,18
office,iahcr,3,0.0,0,n,1,1132.2808265686035,18
doctor,shampoo,4,0.21,1,y,1,996.1140155792236,18
chocolate,ibcstui,3,0.0,0,n,1,1067.3658847808838,18
bread,laptop,4,0.2,1,y,1,1009.4318389892578,18
guitar,voilin,2,0.0,0,n,1,1193.5901641845705,18
tennis,rsocce,3,0.0,0,0,2,2000.0,18
cloth,paeaplr,3,0.0,0,n,1,335.97302436828613,18
tongue,muscle,1,0.8,1,y,1,1401.144027709961,18
fruit,airplane,4,0.38,1,y,1,1329.7741413116455,18
hotel,lobby,1,0.71,1,y,1,1170.828104019165,18
tongue,pencil,4,0.25,1,y,1,1613.1820678710938,18
blood,ttllpeae,3,0.0,0,n,1,1242.6209449768064,18
guitar,violin,1,0.86,1,y,1,1077.3189067840576,18
engine,tnria,3,0.0,0,0,2,2000.0,18
tennis,scocer,2,0.0,0,y,0,1128.07297706604,18
phone,light,4,0.2,1,y,1,1497.756004333496,18
fruit,orange,1,0.86,1,y,1,1251.2218952178955,18
hotel,bbloy,3,0.0,0,n,1,750.2059936523438,18
doctor,eusrn,3,0.0,0,n,1,1169.8989868164062,18
truck,paper,4,0.24,1,y,1,972.0790386199952,18
tennis,soccer,1,0.75,1,y,1,1141.72101020813,18
guitar,lemon,4,0.36,1,y,1,1340.745210647583,18
blood,ptaelelt,2,0.0,0,n,1,956.063985824585,18
chocolate,biscuit,1,0.59,1,y,1,1053.1599521636965,18
blood,skirt,4,0.27,1,y,1,1413.423776626587,18
insect,tmierte,2,0.0,0,n,1,987.908124923706,18
insect,lunch,4,0.22,1,n,0,1722.5360870361328,18
photo,cmarea,2,0.0,0,y,0,943.7808990478516,18
phone,adior,3,0.0,0,n,1,1631.6211223602295,18
tennis,mouse,4,0.09,1,y,1,1227.8430461883545,18
cloth,apparel,1,0.71,1,n,0,1379.6639442443848,18
truck,vehicle,1,0.8,1,0,2,2000.0,18
tea,coffee,1,0.89,1,y,1,1175.497055053711,18
cloth,charger,4,0.33,1,y,1,1283.3240032196045,18
truck,vclhiee,2,0.0,0,y,0,1115.4780387878418,18
office,jelly,4,0.24,1,0,2,2000.0,20
tongue,muslce,2,0.0,0,y,0,922.4929809570312,20
doctor,nruse,2,0.0,0,0,2,2000.0,20
office,chair,1,0.53,1,n,0,73.91285896301271,20
tongue,selmuc,3,0.0,0,0,2,2000.0,20
office,iahcr,3,0.0,0,0,2,2000.0,20
bread,laptop,4,0.2,1,y,1,1869.1859245300293,20
fruit,orange,1,0.86,1,0,2,2000.0,20
tennis,rsocce,3,0.0,0,n,1,1525.979995727539,20
tea,coffee,1,0.89,1,y,1,1229.5911312103274,20
hotel,onion,4,0.44,1,y,1,1427.2079467773438,20
fruit,ongrae,2,0.0,0,n,1,1307.7609539031982,20
bread,butter,1,0.75,1,y,1,1139.0609741210938,20
chocolate,diary,4,0.27,1,y,1,1427.8199672698975,20
doctor,eusrn,3,0.0,0,n,1,1242.3529624938965,20
cloth,apparel,1,0.71,1,y,1,1402.4169445037842,20
office,caihr,2,0.0,0,n,1,1235.1090908050535,20
photo,cmarea,2,0.0,0,n,1,1452.4850845336914,20
tea,bicycle,4,0.25,1,y,1,1259.4151496887207,20
phone,radio,1,0.63,1,y,1,1106.6389083862302,20
shirt,trouser,1,0.9,1,y,1,1201.3671398162842,20
photo,burger,4,0.42,1,y,1,1185.1921081542966,20
phone,light,4,0.2,1,y,1,1056.8881034851074,20
virus,bieracta,2,0.0,0,n,1,1292.1428680419922,20
photo,raacem,3,0.0,0,n,1,1225.5380153656004,20
cloth,aeprpal,2,0.0,0,n,1,1468.4419631958008,20
engine,train,1,0.63,1,y,1,1441.3371086120605,20
bread,utrtbe,3,0.0,0,n,1,1372.9729652404785,20
virus,bacteria,1,0.88,1,y,1,1378.5459995269775,20
blood,skirt,4,0.27,1,y,1,1691.7219161987305,20
tongue,muscle,1,0.8,1,y,1,1276.3910293579104,20
phone,rdaio,2,0.0,0,n,1,1468.707799911499,20
guitar,lemon,4,0.36,1,y,1,1511.6610527038574,20
tea,eceoff,3,0.0,0,n,1,1051.7420768737793,20
hotel,bbloy,3,0.0,0,n,1,1227.2181510925293,20
tennis,mouse,4,0.09,1,n,0,1124.5851516723633,20
shirt,flower,4,0.4,1,y,1,1400.367021560669,20
engine,tnria,3,0.0,0,n,1,1331.3891887664795,20
doctor,shampoo,4,0.21,1,y,1,1530.668020248413,20
tongue,pencil,4,0.25,1,0,2,2000.0,20
insect,termite,1,0.95,1,y,1,99.69782829284668,20
fruit,airplane,4,0.38,1,y,1,1572.732925415039,20
tennis,scocer,2,0.0,0,y,0,745.2881336212158,20
bread,buettr,2,0.0,0,n,1,1758.7800025939941,20
shirt,tersuor,2,0.0,0,n,1,1313.391923904419,20
blood,ttllpeae,3,0.0,0,n,1,865.8270835876465,20
blood,ptaelelt,2,0.0,0,n,1,865.3709888458252,20
hotel,lobby,1,0.71,1,y,1,1049.9629974365234,20
blood,platelet,1,0.53,1,y,1,1389.301061630249,20
insect,ttemier,3,0.0,0,n,1,1164.8709774017336,20
doctor,nurse,1,0.87,1,y,1,1012.9470825195312,20
virus,riatcaeb,3,0.0,0,n,1,1148.616075515747,20
phone,adior,3,0.0,0,n,1,1172.4050045013428,20
virus,bottle,4,0.47,1,y,1,1085.1080417633057,20
guitar,iovlni,3,0.0,0,n,1,1484.0760231018066,20
truck,ilevehc,3,0.0,0,n,1,1011.2040042877196,20
shirt,ueortrs,3,0.0,0,n,1,833.4360122680664,20
truck,vehicle,1,0.8,1,y,1,1121.4439868927002,20
guitar,voilin,2,0.0,0,y,0,1241.0140037536619,20
tea,cofefe,2,0.0,0,y,0,680.4220676422118,20
chocolate,biscuit,1,0.59,1,y,1,790.7619476318359,20
insect,lunch,4,0.22,1,n,0,1213.84596824646,20
hotel,lbboy,2,0.0,0,n,1,1160.742998123169,20
chocolate,bcsiiut,2,0.0,0,n,1,872.920036315918,20
truck,paper,4,0.24,1,y,1,1257.67183303833,20
photo,camera,1,0.59,1,y,1,1009.9601745605468,20
insect,tmierte,2,0.0,0,n,1,1420.0339317321775,20
guitar,violin,1,0.86,1,y,1,1827.0950317382806,20
engine,skeleton,4,0.12,1,y,1,1848.6640453338625,20
cloth,charger,4,0.33,1,y,1,1617.1081066131592,20
fruit,rneaog,3,0.0,0,n,1,1858.459949493408,20
cloth,paeaplr,3,0.0,0,n,1,1042.9961681365967,20
engine,tairn,2,0.0,0,n,1,1157.2461128234866,20
truck,vclhiee,2,0.0,0,n,1,1115.1089668273926,20
tennis,soccer,1,0.75,1,y,1,1156.9948196411133,20
chocolate,ibcstui,3,0.0,0,n,1,1242.5379753112793,20
doctor,nurse,1,0.87,1,y,1,1069.9858665466306,21
virus,riatcaeb,3,0.0,0,n,1,1150.4650115966795,21
bread,utrtbe,3,0.0,0,n,1,1964.1928672790527,21
fruit,ongrae,2,0.0,0,y,0,1041.9151782989502,21
phone,radio,1,0.63,1,y,1,1001.6100406646727,21
insect,termite,1,0.95,1,y,1,1357.7840328216553,21
cloth,apparel,1,0.71,1,y,1,1691.8141841888428,21
phone,adior,3,0.0,0,y,0,1893.2371139526367,21
virus,bacteria,1,0.88,1,y,1,1623.542070388794,21
virus,bieracta,2,0.0,0,n,1,1299.915075302124,21
tongue,muslce,2,0.0,0,n,1,1493.3080673217773,21
truck,vclhiee,2,0.0,0,n,1,1363.908052444458,21
doctor,nruse,2,0.0,0,n,1,1876.2948513031008,21
tea,coffee,1,0.89,1,y,1,798.3798980712891,21
chocolate,ibcstui,3,0.0,0,n,1,1389.0678882598875,21
bread,buettr,2,0.0,0,0,2,2000.0,21
blood,skirt,4,0.27,1,y,1,1064.1500949859621,21
shirt,ueortrs,3,0.0,0,n,1,877.4001598358154,21
office,jelly,4,0.24,1,y,1,1013.6911869049072,21
fruit,rneaog,3,0.0,0,y,0,1133.357048034668,21
photo,raacem,3,0.0,0,0,2,2000.0,21
engine,train,1,0.63,1,y,1,1428.2898902893066,21
engine,tairn,2,0.0,0,0,2,2000.0,21
hotel,lbboy,2,0.0,0,n,1,32.5620174407959,21
photo,burger,4,0.42,1,y,1,1020.8020210266112,21
chocolate,diary,4,0.27,1,y,1,955.3120136260986,21
fruit,airplane,4,0.38,1,y,1,1122.9920387268066,21
tea,bicycle,4,0.25,1,y,1,1218.6219692230225,21
insect,lunch,4,0.22,1,y,1,1338.2558822631834,21
insect,tmierte,2,0.0,0,n,1,978.1608581542968,21
doctor,shampoo,4,0.21,1,y,1,970.1709747314453,21
tongue,muscle,1,0.8,1,n,0,1163.5298728942869,21
phone,light,4,0.2,1,y,1,864.6590709686279,21
truck,paper,4,0.24,1,y,1,882.1392059326172,21
fruit,orange,1,0.86,1,y,1,913.4581089019777,21
blood,platelet,1,0.53,1,y,1,1746.5441226959229,21
chocolate,biscuit,1,0.59,1,y,1,1307.2149753570554,21
guitar,voilin,2,0.0,0,n,1,1410.5761051177979,21
cloth,paeaplr,3,0.0,0,n,1,1829.6000957489014,21
tennis,mouse,4,0.09,1,y,1,1043.5469150543213,21
chocolate,bcsiiut,2,0.0,0,n,1,1053.0190467834473,21
photo,camera,1,0.59,1,y,1,643.963098526001,21
tea,cofefe,2,0.0,0,y,0,718.3189392089844,21
office,caihr,2,0.0,0,n,1,1033.2019329071043,21
engine,skeleton,4,0.12,1,y,1,1507.5299739837646,21
hotel,bbloy,3,0.0,0,n,1,1376.0910034179688,21
tennis,scocer,2,0.0,0,y,0,981.757879257202,21
shirt,flower,4,0.4,1,y,1,1152.9948711395266,21
hotel,onion,4,0.44,1,y,1,1461.6689682006836,21
truck,ilevehc,3,0.0,0,n,1,1109.246015548706,21
bread,laptop,4,0.2,1,y,1,1205.6241035461424,21
hotel,lobby,1,0.71,1,n,0,1421.6430187225342,21
office,iahcr,3,0.0,0,n,1,1840.9349918365479,21
office,chair,1,0.53,1,y,1,803.961992263794,21
virus,bottle,4,0.47,1,y,1,1453.0448913574219,21
phone,rdaio,2,0.0,0,y,0,1565.526008605957,21
tennis,soccer,1,0.75,1,0,2,2000.0,21
engine,tnria,3,0.0,0,y,0,71.14315032958984,21
shirt,tersuor,2,0.0,0,y,0,1551.6571998596191,21
tongue,pencil,4,0.25,1,y,1,1241.081953048706,21
blood,ptaelelt,2,0.0,0,n,1,1389.5139694213867,21
truck,vehicle,1,0.8,1,y,1,725.0030040740967,21
doctor,eusrn,3,0.0,0,n,1,1501.4090538024902,21
shirt,trouser,1,0.9,1,y,1,1389.6501064300535,21
blood,ttllpeae,3,0.0,0,n,1,1219.96808052063,21
tongue,selmuc,3,0.0,0,n,1,1109.0860366821291,21
guitar,iovlni,3,0.0,0,n,1,1444.9570178985596,21
cloth,aeprpal,2,0.0,0,y,0,1045.5029010772703,21
insect,ttemier,3,0.0,0,n,1,1329.7109603881834,21
cloth,charger,4,0.33,1,y,1,853.6341190338135,21
tennis,rsocce,3,0.0,0,n,1,981.7278385162354,21
tea,eceoff,3,0.0,0,n,1,1229.787826538086,21
guitar,lemon,4,0.36,1,y,1,963.5109901428224,21
guitar,violin,1,0.86,1,y,1,1277.1189212799072,21
bread,butter,1,0.75,1,y,1,869.7760105133058,21
photo,cmarea,2,0.0,0,n,1,1069.3340301513672,21
phone,light,4,0.2,1,y,1,1321.0220336914062,23
office,jelly,4,0.24,1,y,1,1159.7721576690676,23
blood,ptaelelt,2,0.0,0,n,1,907.9141616821288,23
office,chair,1,0.53,1,y,1,1309.2241287231445,23
photo,camera,1,0.59,1,y,1,915.4748916625977,23
tongue,muscle,1,0.8,1,y,1,939.4848346710204,23
truck,ilevehc,3,0.0,0,n,1,955.7080268859863,23
tennis,mouse,4,0.09,1,y,1,966.5360450744628,23
engine,skeleton,4,0.12,1,y,1,950.178861618042,23
phone,adior,3,0.0,0,n,1,1019.8791027069092,23
cloth,paeaplr,3,0.0,0,n,1,1036.890983581543,23
insect,termite,1,0.95,1,y,1,1214.0281200408936,23
hotel,lobby,1,0.71,1,y,1,886.7249488830566,23
bread,butter,1,0.75,1,y,1,678.3461570739746,23
virus,bacteria,1,0.88,1,y,1,741.1420345306396,23
tennis,soccer,1,0.75,1,y,1,578.9320468902587,23
hotel,lbboy,2,0.0,0,n,1,1001.0550022125244,23
tea,cofefe,2,0.0,0,n,1,1191.1041736602785,23
fruit,orange,1,0.86,1,y,1,1350.2140045166016,23
chocolate,diary,4,0.27,1,y,1,892.0331001281737,23
cloth,aeprpal,2,0.0,0,n,1,1008.1300735473633,23
bread,buettr,2,0.0,0,y,0,876.0190010070801,23
bread,laptop,4,0.2,1,y,1,1126.6579627990725,23
blood,skirt,4,0.27,1,y,1,725.8570194244385,23
phone,rdaio,2,0.0,0,y,0,733.9580059051514,23
office,iahcr,3,0.0,0,n,1,1292.5701141357422,23
virus,bieracta,2,0.0,0,n,1,1606.1649322509766,23
cloth,apparel,1,0.71,1,y,1,1012.9108428955078,23
truck,vehicle,1,0.8,1,y,1,1305.8309555053709,23
photo,burger,4,0.42,1,y,1,980.9269905090332,23
insect,tmierte,2,0.0,0,n,1,1221.005916595459,23
fruit,rneaog,3,0.0,0,n,1,1267.2529220581055,23
doctor,shampoo,4,0.21,1,y,1,1149.0070819854734,23
guitar,iovlni,3,0.0,0,n,1,1013.3569240570067,23
guitar,violin,1,0.86,1,y,1,933.3901405334473,23
truck,paper,4,0.24,1,y,1,993.9541816711426,23
engine,train,1,0.63,1,y,1,619.4109916687013,23
phone,radio,1,0.63,1,y,1,838.7560844421388,23
doctor,eusrn,3,0.0,0,n,1,986.3729476928712,23
cloth,charger,4,0.33,1,y,1,1050.1110553741457,23
hotel,bbloy,3,0.0,0,n,1,1103.523015975952,23
chocolate,bcsiiut,2,0.0,0,n,1,1039.0019416809082,23
guitar,lemon,4,0.36,1,y,1,882.8740119934082,23
photo,raacem,3,0.0,0,y,0,1074.923038482666,23
fruit,airplane,4,0.38,1,y,1,1278.7919044494631,23
blood,platelet,1,0.53,1,0,2,2000.0,23
hotel,onion,4,0.44,1,y,1,1149.6601104736328,23
shirt,tersuor,2,0.0,0,n,1,899.7600078582764,23
engine,tnria,3,0.0,0,n,1,964.1458988189696,23
fruit,ongrae,2,0.0,0,n,1,1610.990047454834,23
office,caihr,2,0.0,0,n,1,744.7371482849121,23
tongue,muslce,2,0.0,0,y,0,889.8751735687256,23
virus,bottle,4,0.47,1,y,1,880.1939487457275,23
truck,vclhiee,2,0.0,0,n,1,760.4951858520508,23
insect,ttemier,3,0.0,0,n,1,1528.3169746398926,23
tea,coffee,1,0.89,1,y,1,1550.3509044647215,23
chocolate,biscuit,1,0.59,1,y,1,955.7700157165527,23
blood,ttllpeae,3,0.0,0,n,1,739.2971515655518,23
tea,eceoff,3,0.0,0,n,1,981.3308715820312,23
tongue,selmuc,3,0.0,0,n,1,828.1960487365723,23
tea,bicycle,4,0.25,1,y,1,812.7210140228271,23
engine,tairn,2,0.0,0,n,1,1540.1530265808105,23
tennis,scocer,2,0.0,0,y,0,840.9581184387207,23
shirt,ueortrs,3,0.0,0,n,1,935.020923614502,23
tennis,rsocce,3,0.0,0,n,1,803.1890392303467,23
chocolate,ibcstui,3,0.0,0,n,1,723.9439487457275,23
insect,lunch,4,0.22,1,y,1,988.7540340423584,23
doctor,nurse,1,0.87,1,y,1,651.4239311218263,23
shirt,trouser,1,0.9,1,y,1,668.9190864562987,23
bread,utrtbe,3,0.0,0,n,1,757.2000026702881,23
tongue,pencil,4,0.25,1,y,1,597.3410606384277,23
photo,cmarea,2,0.0,0,n,1,811.7198944091797,23
virus,riatcaeb,3,0.0,0,n,1,1052.0942211151123,23
guitar,voilin,2,0.0,0,y,0,738.0368709564209,23
doctor,nruse,2,0.0,0,n,1,1183.229923248291,23
shirt,flower,4,0.4,1,y,1,825.4499435424805,23
photo,burger,4,0.42,1,y,1,1247.5998401641846,20
hotel,onion,4,0.44,1,y,1,1776.515007019043,20
fruit,rneaog,3,0.0,0,n,1,1309.0178966522215,20
tongue,pencil,4,0.25,1,y,1,1020.8511352539062,20
tea,eceoff,3,0.0,0,n,1,957.1309089660643,20
insect,termite,1,0.95,1,y,1,1197.5409984588625,20
phone,radio,1,0.63,1,y,1,1048.8419532775881,20
virus,riatcaeb,3,0.0,0,n,1,1129.49800491333,20
office,chair,1,0.53,1,y,1,978.8460731506348,20
tennis,scocer,2,0.0,0,y,0,1002.5460720062256,20
phone,light,4,0.2,1,y,1,1047.1279621124268,20
tennis,rsocce,3,0.0,0,n,1,1058.4168434143066,20
truck,ilevehc,3,0.0,0,y,0,969.4030284881592,20
blood,ptaelelt,2,0.0,0,0,2,2000.0,20
guitar,lemon,4,0.36,1,y,1,995.4559803009033,20
bread,butter,1,0.75,1,y,1,709.6009254455566,20
shirt,trouser,1,0.9,1,y,1,899.968147277832,20
tennis,mouse,4,0.09,1,y,1,637.9451751708983,20
hotel,lobby,1,0.71,1,y,1,757.9939365386963,20
tongue,muscle,1,0.8,1,y,1,1013.2429599761964,20
guitar,voilin,2,0.0,0,y,0,884.8450183868408,20
doctor,nurse,1,0.87,1,y,1,697.1089839935303,20
shirt,flower,4,0.4,1,y,1,677.1688461303711,20
engine,skeleton,4,0.12,1,y,1,965.3749465942384,20
blood,platelet,1,0.53,1,y,1,773.6601829528809,20
doctor,shampoo,4,0.21,1,y,1,788.5751724243164,20
engine,tnria,3,0.0,0,n,1,965.8660888671876,20
truck,paper,4,0.24,1,y,1,947.5588798522948,20
doctor,nruse,2,0.0,0,n,1,1499.7129440307615,20
hotel,lbboy,2,0.0,0,y,0,1365.9489154815676,20
shirt,ueortrs,3,0.0,0,n,1,1142.6279544830322,20
bread,laptop,4,0.2,1,y,1,885.4761123657228,20
insect,tmierte,2,0.0,0,n,1,1405.656099319458,20
truck,vehicle,1,0.8,1,y,1,955.7180404663086,20
shirt,tersuor,2,0.0,0,n,1,1165.048122406006,20
tongue,selmuc,3,0.0,0,y,0,845.15380859375,20
phone,rdaio,2,0.0,0,y,0,1217.4639701843264,20
fruit,orange,1,0.86,1,y,1,1041.4628982543943,20
chocolate,biscuit,1,0.59,1,y,1,996.5238571166992,20
tea,bicycle,4,0.25,1,y,1,757.9360008239746,20
insect,ttemier,3,0.0,0,n,1,1077.7289867401123,20
guitar,iovlni,3,0.0,0,n,1,1213.3738994598386,20
cloth,paeaplr,3,0.0,0,n,1,893.563985824585,20
photo,raacem,3,0.0,0,y,0,893.1009769439697,20
office,caihr,2,0.0,0,n,1,1993.8709735870361,20
photo,cmarea,2,0.0,0,n,1,1099.9610424041748,20
insect,lunch,4,0.22,1,n,0,987.6768589019777,20
virus,bacteria,1,0.88,1,y,1,1097.113847732544,20
cloth,charger,4,0.33,1,y,1,1420.6149578094482,20
fruit,airplane,4,0.38,1,y,1,896.636962890625,20
virus,bieracta,2,0.0,0,n,1,978.8620471954346,20
tennis,soccer,1,0.75,1,y,1,745.244026184082,20
tea,cofefe,2,0.0,0,y,0,842.2770500183105,20
bread,utrtbe,3,0.0,0,n,1,1255.6679248809814,20
bread,buettr,2,0.0,0,n,1,1365.792989730835,20
virus,bottle,4,0.47,1,y,1,1341.2339687347412,20
doctor,eusrn,3,0.0,0,n,1,938.035011291504,20
phone,adior,3,0.0,0,n,1,939.9628639221193,20
tongue,muslce,2,0.0,0,y,0,1153.9368629455564,20
cloth,apparel,1,0.71,1,y,1,1032.0100784301758,20
office,iahcr,3,0.0,0,n,1,924.001932144165,20
engine,train,1,0.63,1,y,1,829.4548988342285,20
cloth,aeprpal,2,0.0,0,y,0,733.4189414978027,20
fruit,ongrae,2,0.0,0,n,1,1656.6340923309326,20
engine,tairn,2,0.0,0,n,1,1620.7051277160645,20
chocolate,bcsiiut,2,0.0,0,y,0,908.7820053100586,20
guitar,violin,1,0.86,1,y,1,745.3339099884033,20
truck,vclhiee,2,0.0,0,n,1,813.2600784301758,20
blood,ttllpeae,3,0.0,0,y,0,1156.9972038269045,20
tea,coffee,1,0.89,1,y,1,1400.439977645874,20
photo,camera,1,0.59,1,y,1,909.6920490264893,20
chocolate,diary,4,0.27,1,y,1,765.0611400604248,20
hotel,bbloy,3,0.0,0,n,1,804.3320178985596,20
office,jelly,4,0.24,1,y,1,845.5522060394287,20
chocolate,ibcstui,3,0.0,0,n,1,851.0079383850098,20
blood,skirt,4,0.27,1,y,1,785.0840091705322,20
tennis,scocer,2,0.0,0,0,2,2000.0,22
truck,vehicle,1,0.8,1,y,1,1460.4690074920654,22
hotel,lobby,1,0.71,1,y,1,1602.658987045288,22
tongue,muscle,1,0.8,1,y,1,1610.1019382476807,22
doctor,nruse,2,0.0,0,y,0,1276.796817779541,22
tongue,muslce,2,0.0,0,0,2,2000.0,22
fruit,ongrae,2,0.0,0,n,1,1475.6779670715332,22
shirt,tersuor,2,0.0,0,y,0,1593.64914894104,22
engine,tnria,3,0.0,0,n,1,1015.9828662872314,22
engine,train,1,0.63,1,y,1,1194.622039794922,22
hotel,lbboy,2,0.0,0,n,1,1815.798044204712,22
tea,bicycle,4,0.25,1,y,1,1394.5817947387695,22
truck,paper,4,0.24,1,y,1,1410.6619358062744,22
tongue,selmuc,3,0.0,0,n,1,1715.500831604004,22
hotel,onion,4,0.44,1,y,1,1652.3139476776125,22
tongue,pencil,4,0.25,1,y,1,1379.526138305664,22
guitar,violin,1,0.86,1,y,1,1661.3049507141113,22
engine,skeleton,4,0.12,1,y,1,1899.6481895446775,22
bread,laptop,4,0.2,1,y,1,1617.945909500122,22
tennis,mouse,4,0.09,1,y,1,1139.4920349121096,22
photo,burger,4,0.42,1,y,1,1803.3950328826904,22
fruit,orange,1,0.86,1,y,1,1002.4399757385254,22
truck,ilevehc,3,0.0,0,n,1,1563.5769367218018,22
insect,lunch,4,0.22,1,y,1,1226.0692119598386,22
tea,coffee,1,0.89,1,y,1,1250.6260871887207,22
phone,radio,1,0.63,1,y,1,1317.3480033874514,22
blood,skirt,4,0.27,1,y,1,1075.1080513000486,22
chocolate,ibcstui,3,0.0,0,y,0,1771.5229988098145,22
photo,raacem,3,0.0,0,n,1,1863.3179664611816,22
bread,utrtbe,3,0.0,0,n,1,1409.4889163970947,22
tea,eceoff,3,0.0,0,n,1,1619.0969944000244,22
insect,ttemier,3,0.0,0,n,1,1789.8190021514893,22
virus,bottle,4,0.47,1,y,1,1188.953161239624,22
virus,bieracta,2,0.0,0,n,1,1645.0119018554688,22
shirt,ueortrs,3,0.0,0,n,1,1540.0300025939941,22
chocolate,diary,4,0.27,1,y,1,1748.8539218902588,22
office,iahcr,3,0.0,0,n,1,1629.760980606079,22
doctor,nurse,1,0.87,1,y,1,1597.0489978790285,22
truck,vclhiee,2,0.0,0,y,0,876.6648769378662,22
phone,light,4,0.2,1,0,2,2000.0,22
chocolate,bcsiiut,2,0.0,0,y,0,52.48212814331055,22
tea,cofefe,2,0.0,0,y,0,842.2739505767822,22
insect,termite,1,0.95,1,n,0,1881.6120624542239,22
photo,cmarea,2,0.0,0,y,0,1151.475191116333,22
guitar,lemon,4,0.36,1,y,1,1291.529893875122,22
office,caihr,2,0.0,0,y,0,1237.8168106079104,22
insect,tmierte,2,0.0,0,0,2,2000.0,22
office,jelly,4,0.24,1,n,0,91.08209609985352,22
doctor,eusrn,3,0.0,0,y,0,1937.4849796295166,22
tennis,rsocce,3,0.0,0,n,1,1157.1719646453855,22
virus,bacteria,1,0.88,1,y,1,1269.3121433258054,22
bread,butter,1,0.75,1,y,1,1045.6540584564211,22
photo,camera,1,0.59,1,y,1,1205.7290077209473,22
tennis,soccer,1,0.75,1,y,1,1141.6869163513186,22
hotel,bbloy,3,0.0,0,n,1,1541.8241024017334,22
fruit,airplane,4,0.38,1,y,1,1619.0102100372314,22
blood,ptaelelt,2,0.0,0,0,2,2000.0,22
guitar,iovlni,3,0.0,0,y,0,1590.102195739746,22
cloth,aeprpal,2,0.0,0,n,1,1303.8170337677002,22
virus,riatcaeb,3,0.0,0,n,1,1421.10013961792,22
shirt,flower,4,0.4,1,y,1,1275.0871181488035,22
guitar,voilin,2,0.0,0,y,0,1645.0250148773193,22
blood,platelet,1,0.53,1,n,0,1569.4711208343506,22
doctor,shampoo,4,0.21,1,y,1,1294.7378158569334,22
engine,tairn,2,0.0,0,y,0,1169.2838668823242,22
cloth,charger,4,0.33,1,n,0,1423.004150390625,22
cloth,apparel,1,0.71,1,n,0,1711.968183517456,22
bread,buettr,2,0.0,0,y,0,1136.1141204833984,22
office,chair,1,0.53,1,y,1,913.2809638977052,22
shirt,trouser,1,0.9,1,y,1,1100.9721755981443,22
cloth,paeaplr,3,0.0,0,y,0,1209.3381881713867,22
chocolate,biscuit,1,0.59,1,y,1,1055.5300712585451,22
blood,ttllpeae,3,0.0,0,n,1,1625.6749629974365,22
phone,rdaio,2,0.0,0,n,1,1594.5370197296145,22
phone,adior,3,0.0,0,n,1,1873.7719058990479,22
fruit,rneaog,3,0.0,0,n,1,1384.8280906677246,22
office,chair,1,0.53,1,y,1,1559.7190856933594,24
hotel,onion,4,0.44,1,y,1,1358.5660457611086,24
tongue,muslce,2,0.0,0,y,0,1059.9498748779297,24
doctor,eusrn,3,0.0,0,n,1,1135.1099014282229,24
engine,tairn,2,0.0,0,0,2,2000.0,24
insect,termite,1,0.95,1,y,1,1278.4998416900635,24
insect,tmierte,2,0.0,0,y,0,821.5460777282715,24
fruit,rneaog,3,0.0,0,n,1,1224.695920944214,24
office,iahcr,3,0.0,0,n,1,1321.9470977783205,24
photo,camera,1,0.59,1,y,1,827.916145324707,24
bread,utrtbe,3,0.0,0,n,1,1314.2549991607664,24
